Name	Exp_1	Exp_2	Exp_3	Exp_4	Exp_5	Exp_6	Exp_7	Exp_8	Exp_9	Exp_10	Exp_11	Exp_12	Exp_13	Exp_14	Exp_15	Exp_16	Exp_17	Exp_18	Exp_19	Exp_20	Exp_21	Exp_22	Exp_23	Exp_24	Exp_25	Exp_26	Exp_27	Exp_28	Exp_29	Exp_30	Exp_31	Exp_32	Exp_33	Exp_34	Exp_35	Exp_36	Exp_37	Exp_38	Exp_39	Exp_40	Exp_41	Exp_42	Exp_43	Exp_44	Exp_45	Exp_46	Exp_47	Exp_48	Exp_49	Exp_50	Exp_51	Exp_52	Exp_53	Exp_54
ABI3	0.61275	2.006	0.913	1.43825	1.0185	0.98375	0.808	1.95125	0.47525	1.052	1.79625	2.27325	1.99475	3.31025	2.27025	1.46425	-0.235	0.70475	1.27275	1.29775	2.10725	1.3525	1.5365	1.18075	2.741	1.39875	-0.06325	2.128	3.292	0.273	1.1015	0.4505	2.86125	2.21	3.011	0.8125	2.1935	1.24075	1.93425	1.90675	1.398	0.7405	2.26375	1.99775	1.65425	0.95975	0.9285	1.60925	0.369	0.67375	0.96625	1.707	1.1435	2.43125
ABI3BP	-0.72675	0.4095	1.367	0.1365	-0.430667	-2.09	0.541	-0.41775	-1.14725	-0.13125	-1.46267	-0.8645	0.532	-0.70025	-0.668	1.15567	0.682	-0.28325	-0.4275	-0.8555	-0.35425	-0.06225	-1.051	-1.51125	-0.804	-0.2835	-0.46325	0.152667	-0.774	2.9325	-0.8685	-0.897	1.27325	-0.11975	-1.1855	-0.857667	0.48375	-0.484	-0.563	-0.32575	2.10375	-0.361	1.50175	-0.916	-0.23725	-1.4155	-0.63425	-0.31625	-0.235	0.658	1.3275	-0.5245	-0.502333	0.5795
ABL1	0.158056	-0.142278	0.322688	-0.311833	-0.00741176	-0.163667	-0.811889	-0.157611	-0.670588	-0.00529412	-0.315222	-0.772	0.000333333	-0.3645	-0.1855	-0.321222	-0.532889	-0.165944	-0.525111	-0.377278	-0.0746667	-0.475667	-0.638833	-0.357	-0.489611	-0.488722	-0.242294	-0.581778	-0.0655556	-0.498944	-0.547222	-0.241778	-0.351944	-0.0185	0.202944	0.240944	-0.518	-0.277333	-0.332889	0.229389	-0.162889	-0.713389	-0.149389	-0.110389	-0.0391667	0.133706	-0.0542222	-0.0200556	-0.872611	0.114667	-0.0998235	0.00666667	-0.280556	-0.118824
ABLIM1	2.10283	0.808667	2.07667	2.28267	1.9775	2.07467	0.925	0.3245	3.048	1.88117	1.784	0.691833	0.5435	0.476333	2.01233	-0.423333	1.07183	0.938167	0.773833	0.823167	1.17167	3.156	1.49133	1.35917	-0.0871667	0.543167	-0.508	1.85367	1.87967	1.66533	2.88567	-1.095	0.652	1.33833	1.73667	1.18117	0.396	0.849333	1.828	1.18917	1.43733	0.6895	0.116167	1.06	1.50033	1.114	1.338	0.753833	0.514833	1.25283	1.235	0.595333	-1.6895	1.507
ABLIM2	0.872	-0.0735	-0.19575	0.01325	-0.2835	-0.9075	0.34	-0.07	-0.39425	-0.31875	0.08775	-0.216	-0.24975	-0.53825	-0.299	1.4155	1.51075	0.542	1.25825	0.841	1.05825	-0.02075	0.2935	-0.488	1.18525	0.20275	0.304	1.36075	0.7985	0.56125	0.588	0.92975	0.57325	-0.421	0.2085	1.39	0.3115	0.447	0.84325	0.2175	0.53675	0.53975	-0.406	0.097	0.12025	-0.0115	-0.202	-0.031	-0.37625	-0.23725	0.9305	-0.25925	-0.05275	-0.21475
ABP1	1.21212	-0.08	0.0672857	2.82837	0.236	-0.18175	0.586125	0.078625	-0.0775	-0.135375	1.07412	0.471875	0.3525	0.489833	-0.364625	0.0995	-0.054	0.976875	3.64325	0.91225	1.94613	0.72625	2.2465	0.22875	1.22663	1.07238	-0.3685	3.22487	0.1245	2.43038	-0.16925	1.16712	2.89138	0.105	1.73575	1.19775	0.98875	-0.134625	0.3165	1.84838	2.5375	0.04775	0.324875	1.61325	1.43712	1.17863	0.288625	-0.32525	4.0665	0.74425	1.53937	0.343571	-0.211	0.159625
ABR	-0.39825	1.01875	2.25425	0.561	-0.5675	0.385	-0.9225	0.58975	-0.12125	0.9945	0.68275	0.444	0.79025	-0.314	0.911	0.6125	-0.9715	2.2515	-1.83625	0.13475	1.27075	1.05	0.95175	0.59875	1.0215	0.01325	0.557333	0.78525	0.962	-1.23775	0.7005	0.68275	-0.20275	1.226	0.817	1.5285	0.07525	-0.15875	-0.5585	0.9815	0.2795	-0.34325	1.10175	1.42375	-0.052	0.39925	0.45275	0.65475	-0.18175	0.1625	-1.85975	0.34025	-1.565	0.8295
ABT1	0.74425	0.564	0.3775	0.35175	0.657	-0.03425	-1.01225	-0.179	1.12625	1.19325	-0.15575	0.4975	-1.0395	-0.3785	-0.534	-0.715	0.506667	1.30675	0.02675	0.19425	0.004	0.029	0.211	0.44175	0.28175	0.69325	1.0625	1.177	-0.0685	0.47875	0.338	-0.15275	0.66475	0.09875	-1.6655	0.68825	0.527	0.53425	1.14875	-0.201	0.36575	0.30725	0.289	-0.226	0.229	-1.032	-0.0075	0.919	0.92575	1.059	0.49975	-0.4225	0.16425	0.2815
ABTB2	-0.0165	-0.65525	0.63175	0.404	-0.779	-0.0775	0.18	-0.231	1.46375	-0.20775	0.91675	-0.22075	0.5265	-0.062	0.3635	0.13125	1.20325	1.4065	-0.93275	-0.09925	-0.46825	-0.36775	-0.52775	0.85375	-1.0915	-0.03475	-0.2305	-1.759	0.50275	1.0895	-0.49875	0.233	0.06625	-0.83625	-0.3325	0.1425	0.45225	-1.21425	-0.039	-1.3955	-0.241	0.322	-1.47475	-0.79575	0.50025	-0.733	0.27375	0.01475	1.31525	-1.284	0.186	0.3895	-0.097	-0.68
ACAA2	0.39075	-2.34262	-1.50775	-2.33375	-2.59612	-1.0295	-0.88825	-2.61512	0.765125	0.02	-1.85537	-1.76975	-1.6265	-1.2715	-2.16262	-0.97175	0.33225	1.70112	-2.63375	-0.4865	-2.61463	-0.11025	-2.242	-0.233125	0.21325	0.1975	-0.404875	-2.87525	-3.03737	-0.75475	-3.78975	-1.08	-0.213875	0.240375	-1.924	-1.52862	-0.34325	-1.8095	-1.89375	-1.53588	0.2445	0.707125	-0.648375	-1.22475	-0.849375	-1.132	-0.8695	-2.43925	1.33875	-1.28412	-0.528875	-2.02413	-1.98388	-0.584875
ACACB	0.39425	-0.42	0.49625	0.4285	-0.08525	0.01425	0.932	-0.32275	0.44225	-0.09	-1.1625	-0.76725	-0.022	0.28825	-0.853	-0.125	0.34175	0.12275	0.86475	-0.8465	-0.22325	-0.8085	-1.046	-0.1515	0.37	-1.11625	0.4335	-0.001	-0.53925	-0.138	-0.30075	-0.343	1.012	1.1545	0.5055	0.841	1.7385	-0.0395	-0.68775	-0.4205	-0.48275	0.95875	0.025	1.1235	1.03375	-1.637	-0.275	-0.255	-0.735	0.3795	2.924	0.000333333	-0.58075	0.05125
ACAD11	-1.1361	-0.7029	-0.417625	-1.1363	-0.9353	-0.3264	-0.4666	-1.5592	-1.1118	-0.4611	0.4416	-0.5664	-0.4858	-0.2105	0.0839	-0.372778	-0.478	-1.1226	-0.4774	0.069	-1.4888	-0.9573	-0.3442	-1.6241	-0.7573	-0.1206	-0.9116	-0.0362	-1.0278	-0.7999	0.5753	-1.0869	-1.26	-1.2743	-0.5871	-2.0038	-0.8665	-0.6309	-0.7179	-0.6048	-0.1098	-1.1532	-0.0565	-0.2722	-1.2994	-0.1158	-0.0745	-2.1184	-0.2737	-0.3544	-0.8555	-0.8174	-0.3687	0.4292
ACADM	-1.05537	-1.8255	-2.95063	-1.70575	-0.769125	-1.28812	-1.53975	-1.39162	-1.11037	-0.646125	-2.445	-0.800375	-1.74188	-1.34775	-1.97825	-1.66375	-0.43225	-0.839	-0.49275	-1.023	-1.74087	-0.733625	-1.31163	-0.640875	-1.19263	-0.59075	0.52275	-1.00388	-1.923	-1.86775	-0.64175	-0.860125	-0.874125	-0.931625	-2.81513	-2.94713	-1.02862	-0.999875	-0.5465	-2.45075	-1.29575	-1.58375	-1.30075	-2.07412	-2.71762	-1.67388	-1.94475	-0.424625	-1.114	-0.6595	-1.585	-1.379	-3.69525	-2.06
ACADSB	-1.047	-1.36928	-1.70714	-0.852611	-1.0445	-1.26622	-1.63422	-0.875778	-1.71694	-1.27461	-1.47847	-0.706167	-0.882412	-1.34556	-1.42533	-0.834722	-1.41463	-0.845556	-0.114111	-1.80867	-1.14944	-1.15876	-1.27494	-1.67311	-1.338	0.264222	0.208944	0.113833	-1.49033	-1.48222	-0.355722	-1.19617	-1.44406	-0.655944	-1.13911	-2.52178	-1.01828	-0.471944	-2.08872	-1.69311	-0.912722	-0.781278	-0.859444	-0.691611	-1.87194	-1.13739	-1.04461	-0.558	-0.883056	-0.722941	-0.527222	-1.69324	-0.229167	-0.942444
ACADVL	0.1485	0.652333	0.101167	0.271833	-0.235333	0.522833	-0.0311667	-0.169833	-0.373	-0.549167	0.864833	-0.1875	0.706667	0.389	1.05267	0.383	-0.831667	-0.3385	-0.344	0.455	0.701667	-0.1925	1.17	0.345	1.0725	0.1765	-0.699333	0.446167	0.157667	0.4625	0.633167	0.185	-0.0525	-0.0625	0.398167	-0.3615	-0.148333	0.0275	-0.867333	1.20717	0.616833	-0.713833	1.17333	0.765833	0.149167	0.529333	0.331	-0.787333	-0.305667	-0.508	0.2025	0.615167	-0.478	0.816
ACAN	1.35375	1.22075	-0.54825	0.84925	1.38725	-0.13775	0.04425	1.63133	0.475	0.95075	2.93475	1.1325	0.487333	0.72675	-0.36675	1.19625	1.93375	1.88925	0.362	0.617	0.9045	0.215667	1.97325	3.2815	2.76525	0.7805	1.712	1.09	0.9925	3.66525	1.13125	0.7105	0.01275	0.106	1.706	1.55425	0.3185	1.37	2.00275	2.045	1.2815	0.668	1.6075	1.7155	2.2245	2.263	2.5615	0.593	1.5865	0.79625	0.16	0.16375	1.06775	1.63775
ACAT1	-2.62575	-2.08425	-3.28033	-2.13925	-0.6555	-1.05	-2.50925	-2.4525	-1.8005	-1.68675	-2.5625	-1.53275	-1.8055	-1.4495	-1.9325	-0.277	-1.40775	-1.37975	-1.0595	-2.02225	-1.27375	-2.613	-1.81775	-1.0735	-1.74175	-0.956	-0.693	-1.15475	-1.70375	-1.7185	-0.77275	-1.98975	-2.77425	-0.6425	-2.6475	-3.10125	-1.11775	-1.098	-1.4005	-3.20075	-1.363	-2.08825	-1.886	-2.11225	-2.354	-2.62825	-2.2965	-0.00025	-1.4295	-1.51025	-1.90675	-1.7385	-1.3885	-2.1995
ACCN2	-1.01075	-0.10175	-1.00375	-0.1625	-1.01675	0.7445	-1.8755	-1.88275	-0.616	-2.81175	-0.41375	-1.0085	-0.5675	-3.8125	-2.066	-1.59267	-0.22375	-0.01425	-2.2525	-0.801	-0.01725	-2.599	-0.552	-0.7625	-2.19175	-1.79775	0.534	0.117	-2.66475	-0.71475	0.69775	0.5905	-3.39125	-0.916	-1.802	-0.92175	-2.4075	-0.7415	-1.5025	-0.8095	-2.101	-3.3905	0.52	-0.99675	-2.07425	-0.44875	0.34975	0.28775	-1.33375	-1.119	-1.55875	-0.62325	-2.71	0.20525
ACCN3	-0.7745	-2.4755	-0.126	-4.034	-1.8555	-1.49	-0.837	-1.053	-2.034	-1.0925	-1.204	-1.793	-1.11	-4.206	-0.0965	-0.888	-0.33	-0.782	-2.5315	-1.6345	-1.1595	-2.252	-1.0615	-1.605	-1.1365	-1.7615	-1.517	-1.012	-2.1245	-0.848	-0.023	-0.415	-1.3055	-1.712	-1.266	-0.4935	-1.368	-1.583	-0.4875	-0.8825	-1.5045	-1.2425	-1	-0.646	-1.07	-0.3455	-1.123	-0.628	-1.601	-0.332	-0.7565	-0.6645	-0.512	-0.807
ACD	-1.2165	-0.8435	-0.718	-0.949	-1.25517	-0.590167	-0.663	-0.660833	-1.20917	-0.608333	-1.13083	-1.1255	-0.713167	-1.08767	-1.05033	-0.940833	-1.86883	-0.472167	-0.91	-1.0105	-1.04167	-0.967	-0.781167	-0.628833	-0.737833	-1.6825	-0.380667	-1.56117	-0.954667	-1.02233	-1.31667	-0.681833	-2.421	-0.694833	-1.31283	-1.20433	-1.28633	-2.28467	-0.418833	-0.8045	-1.602	-1.9935	-1.216	-1.28767	-1.6	-0.954833	-0.822667	-1.635	-0.928	-1.72367	-1.7035	-0.746667	-0.843833	-0.952833
ACE2	1.73575	0.93175	-0.372667	3.02125	-0.93375	2.326	2.4405	2.90125	-0.50825	-0.07825	-0.13725	2.7845	0.01475	0.001	0.7785	0.91875	0.89125	3.76925	2.7335	1.1625	-0.4625	0.811	1.4685	2.381	1.2395	2.797	0.1005	2.16475	3.39075	0.254	3.53525	1.096	2.73025	2.19375	2.50425	0.868	0.409	0.6805	0.29725	0.427	2.632	0.975	0.46325	2.298	2.141	0.43325	2.45275	1.1095	-0.43625	1.49725	1.03575	0.19025	-0.3495	1.288
ACHE	-0.238167	0.54325	0.927333	-0.168833	0.926833	0.672833	0.1084	-0.179	-0.0536667	0.0716667	-0.100167	-0.153333	0.526833	0.578167	0.147667	0.591	0.1025	0.3445	0.57	0.109167	0.6752	0.492333	0.2426	0.136333	-0.109833	-0.3384	-0.0173333	0.195	0.177667	-0.357333	-0.584167	0.948167	-0.099	-0.315833	0.867167	0.244167	0.480667	-0.505167	-0.0103333	0.555333	-0.281167	-0.164167	-0.248167	0.0571667	0.503333	0.268	0.0664	-0.202667	0.4705	0.864833	0.0731667	0.551167	-0.3675	0.124667
ACN9	-0.71675	-0.0985	-2.436	-0.233	0.725	0.2855	0.40225	-0.1075	0.1235	0.154	-1.308	0.421	-0.3485	-0.3985	-0.61825	-0.73675	-0.67225	-0.34675	-0.1455	0.026	-0.40175	-0.64875	-0.787	0.036	0.24025	0.90175	0.0885	0.596	-0.3405	-0.28525	-0.079	0.3605	-0.694	0.33175	-0.961	-1.86675	-0.16025	0.9105	0.36675	-1.44775	0.3095	0.16925	0.02525	-0.5415	-0.5885	-0.4775	-0.0815	1.0445	-0.78225	0.90775	-0.6335	-0.4105	0.065	0.2835
ACO1	-2.40167	-1.42017	-2.42867	-2.72567	-1.33483	-1.24133	-1.412	-1.71117	-2.13083	-1.70883	-2.13867	-1.93567	-1.627	-1.181	-1.518	-2.37667	-1.56917	-0.882667	-0.342	-1.38817	-1.439	-1.21733	-1.51783	-1.32067	-1.55783	-0.949833	-0.256	-1.18983	-1.438	-1.46033	-2.10367	-1.60917	-1.73483	-0.168	-1.99433	-1.76033	0.169	-1.54617	-1.37417	-1.45917	-1.34133	-1.751	-0.366	-1.214	-2.098	-2.2665	-0.994333	-0.642167	-1.60333	0.0501667	-1.55583	-1.43867	-0.8275	-0.858833
ACOT2	-1.09867	-1.25883	-1.997	-0.492	-1.50033	-0.239	-2.059	-1.544	-1.3635	-0.279667	-0.742333	-0.759833	0.0621667	-0.809	-1.013	-0.621833	-1.51583	-0.489833	1.0005	-0.7885	-0.6985	-0.846833	-0.661	-0.393833	-0.676333	-1.63683	-0.810167	-1.28233	-0.582167	-1.52967	0.033	-1.56317	-0.453667	0.516	-2.836	-1.97633	-1.3435	-1.69417	-0.593333	-0.214167	-0.832	-1.21717	0.473167	-0.744667	-1.12667	-0.843833	-0.611333	0.585	-1.78617	0.0375	-1.5535	-0.8685	1.08767	0.297667
ACOT4	0.65025	-0.0825	-0.211	1.81925	1.169	1.94575	0.67175	0.519	0.13075	2.0965	1.03075	0.8415	0.605	0.4795	0.83725	0.07925	0.92075	0.29775	2.6835	1.5435	0.816	0.14775	1.80275	2.18675	1.313	1.443	2.1375	0.71725	1.17225	0.9055	0.8695	2.85375	1.742	1.117	0.32175	0.62225	1.06775	0.03725	1.9175	1.9035	1.276	0.013	2.38875	0.9885	1.59225	0.1155	1.19675	1.7915	-1.247	3.4035	0.25025	1.539	2.017	1.84525
ACOT6	0.61225	-0.836667	-0.34675	-0.05925	-0.82325	-1.36475	0.3265	0.276	-0.143	0.107	0.0353333	-2.30275	0.44225	-0.02925	0.34925	0.31025	0.415	-0.0105	3.7665	-1.36625	-0.21525	-1.06425	-0.5175	0.18875	0.101	-0.58225	-0.57825	-0.2945	-0.967	0.183	-0.3675	1.55975	1.174	0.3425	-0.04625	1.5875	0.86275	-0.552333	2.0345	0.04225	-0.4225	0.31125	0.6775	0.455	0.9525	-1.0395	0.319	0.157	-0.51525	-0.0675	1.2655	0.19775	0.8265	0.268
ACOX2	-0.393	-0.965	0.274	-1.25617	0.585667	1.6625	-3.70633	0.986667	-1.895	-3.34683	0.322	0.131	0.124167	-2.68467	-1.14467	-0.846	1.38917	-0.5575	0.272	-2.50067	-1.71667	-0.796667	0.688167	-1.06633	-1.84183	-2.15833	-2.5025	-2.17267	-1.03083	1.03583	-3.08383	-3.17833	-2.07767	1.7065	-0.665167	-0.740667	-1.67983	-0.144167	0.5905	0.563667	-0.116833	0.101833	-3.00467	-0.9085	-1.36983	-1.05483	0.0368333	-2.23817	-2.30333	-0.606667	-1.18067	-2.51283	-1.1305	-1.77833
ACP1	-0.186667	-0.590333	-1.85717	-0.7006	-0.2296	-0.168667	-0.7995	0.274333	-0.7944	0.1086	-0.727333	-0.1182	-0.672	-0.221667	-0.396667	-1.2148	-0.203	0.00483333	-0.199333	-0.4578	-0.263	-0.2215	-0.6884	-0.5428	-0.960833	0.165333	-0.356333	-0.0993333	-0.7672	-0.203	0.0896667	-0.4015	-0.473667	-0.358167	-0.736	-1.04467	-0.294833	0.175333	-0.546167	-1.58633	-0.397833	-0.841833	-0.851167	-0.8405	-0.683	-0.608333	-0.835167	-0.3215	0.4155	-0.2486	-0.565333	-0.831833	0.1635	-0.816
ACP5	1.27767	0.290167	0.902167	0.463833	-0.0288333	0.0175	1.93333	0.373167	1.30633	0.79	2.7195	0.553833	-0.666333	3.3155	1.61	1.45383	2.2755	-0.453	1.839	0.0458333	1.66383	1.2815	0.740167	0.0131667	1.18967	0.631167	-0.823333	1.31517	2.80883	1.84183	0.2745	2.26783	2.96483	2.70883	2.73683	0.885167	2.77533	0.1245	2.95517	-2.5875	0.225833	-0.246	3.218	1.10467	1.96667	-0.9395	1.4335	1.1075	2.582	1.72733	0.46	1.912	1.03633	2.48767
ACP6	0.491	-0.109	-0.643667	-0.0805	2.238	0.951667	0.421333	1.73017	-0.506333	0.202167	-0.3925	0.358	0.473833	0.0501667	0.343333	1.083	0.0856667	0.299167	1.10733	-0.242333	0.742167	0.208667	0.973667	0.879333	0.616667	1.3435	-0.206333	1.285	-0.3795	0.8175	0.895833	0.383833	-0.319	1.28167	-0.304333	-1.54633	-0.0085	0.714333	0.4325	0.179333	-0.229167	0.887167	0.622833	0.113333	0.0616667	0.0321667	-0.051	1.94267	-0.965833	1.86	0.328167	0.3675	0.948	0.6045
ACPP	0.549	1.0714	0.079125	-0.3349	0.6406	0.931556	0.160556	0.22125	0.8264	-0.100556	1.33757	0.6356	0.145375	-1.04233	0.501778	0.196222	0.293	-0.2016	1.426	0.4787	-0.1579	0.211889	0.9931	0.209	0.7568	1.2053	0.253286	0.393625	-0.0444	1.614	0.4605	0.5689	2.0661	0.323444	0.4793	0.6079	0.3287	1.3377	-0.3195	0.276	1.3668	0.3373	0.055	0.146	-0.4038	-0.163222	0.7121	0.0717	0.084	-0.0577778	1.6498	0.659889	-0.1131	0.6218
ACRBP	-0.73975	-1.45025	-1.75675	-1.769	-2.60075	-1.781	-1.44125	-1.58375	-0.78875	-1.57125	-1.662	-0.83525	-0.5715	-0.9485	-1.58433	-1.041	-0.39225	-1.286	-2.57925	-1.40475	-1.53525	-2.6455	-0.32975	-1.133	-1.51	-0.167	-1.93467	-0.20725	-2.34475	-0.77125	-0.91625	-1.64175	-0.912	-1.403	-2.03025	-1.718	-2.2595	-0.9725	-1.83275	-1.15675	-0.14275	-2.42475	0.334	-1.21125	-1.2125	-1.475	-1.165	-0.7475	-1.81125	-1.58825	-2.80875	-1.27525	-0.914	-0.7855
ACRC	0.34975	-0.99025	-1.68675	-1.7355	-1.94425	-1.91475	-0.71425	-0.94075	-2.4055	-0.96575	-1.443	-1.686	-1.58625	-1.45975	-1.40725	-1.14833	0.4145	-1.16125	0.07675	-1.2725	-1.3515	-2.9415	-0.91075	-2.34775	-0.5025	-1.25025	-0.67425	-1.8165	-1.52875	-0.491	-1.93025	-0.1645	-0.87	0.1305	-1.4565	-0.71025	-0.624	-1.49075	-2.318	-0.35925	-1.5175	-1.75675	0.012	-0.23875	-0.404	0.80425	-0.163	-1.01325	0.1945	-2.78875	-0.45775	-1.98275	1.69425	0.69875
ACSBG1	-0.603	-1.43325	-0.773	-0.991	-0.953333	-1.30975	-0.26025	-0.929667	-1.13225	-1.88575	-0.08775	-1.2445	-0.42525	-0.5795	0.541	-1.55725	-0.51275	-1.404	-0.9195	0.2245	-0.12325	-1.70067	-1.4085	-0.77875	-2.0635	-1.32275	-0.27075	0.3535	-1.50425	-0.986	1.636	-0.42975	-1.314	3.06525	0.57775	-0.97175	-1.4345	-1.12575	-1.1255	-1.01425	-0.7515	-1.3915	-0.53025	-0.98375	-1.277	-0.38825	-0.92175	-1.08125	-1.89275	-1.71867	-1.78425	-1.1015	-0.50425	-0.2925
ACSL1	-0.805	-0.117	-1.11725	0.1665	-0.35	-0.421	-0.83125	0.4085	-0.89325	0.17125	-1.071	0.82625	0.04925	1.332	-0.272	1.09925	-0.02425	0.1965	0.8375	-0.68625	-0.61075	-0.65175	1.156	-0.7365	0.04475	0.8395	0.194	-0.4325	0.51025	-0.1615	0.61375	0.266	0.674	0.63175	-1.13925	-0.6365	0.08975	0.94425	-0.59125	-1.21225	-0.83425	-1.53025	0.54125	-0.377	-0.70175	-0.358	-0.76775	-0.8365	-0.76425	0.205	0.21475	0.1205	3.74675	-0.29675
ACSL4	-0.80275	1.21125	-1.7415	0.141	-0.9565	-2.24325	-1.7385	-3.39175	-0.97175	-1.41675	-0.9825	1.53225	-0.2925	-1.65175	0.113	-0.05575	-0.994667	-1.66475	0.6225	-0.70925	-1.67725	0.30575	1.444	0.32225	1.273	1.42525	-0.9245	-0.92875	-0.1505	0.3165	-1.451	-0.754	-1.7175	-1.63125	-1.56525	-3.0575	0.58275	0.965	-1.0485	-2.2055	0.161	-1.07925	-1.15575	0.03775	-1.65675	0.0435	0.10025	-0.179	0.96775	-1.82625	-1.2135	-1.55475	-0.92225	-1.2865
ACSL5	-1.3095	3.60483	-1.9805	0.5865	-1.95083	2.406	-0.0418333	0.527167	-1.92433	1.03317	3.06967	4.12467	4.606	0.242	4.57633	0.167167	-1.57833	-1.43617	2.261	0.898167	3.6115	0.931	4.7975	3.53083	4.211	3.67167	-2.25083	3.1935	4.89117	-0.773	2.96333	2.16867	1.87933	-0.758333	1.84467	-2.35983	1.91117	4.30467	-0.980667	1.5265	3.42917	-0.957167	4.881	0.955167	0.730333	0.932333	3.29083	1.137	-1.243	1.1665	-0.436333	2.706	1.90817	2.6115
ACSM1	0.764	-1.9175	-0.0635	-1.172	-0.281	0.9785	-2.929	-2.5195	-1.9305	-0.6645	1.9965	-0.4195	-1.7645	-1.189	-0.709	0.376	-0.6905	-0.0875	-0.5255	0.407	-0.327	-0.2095	0.283	0.6645	-2.046	0.6205	-1.336	1.336	0.5	-0.9445	0.7465	-1.027	-0.17	2.3685	-0.0945	-1.2	-1.084	-0.3615	-0.8285	-0.788	0.9325	-1.439	-0.3305	-0.478	-0.0655	-0.0565	1.3165	3.4835	-0.5115	3.582	-1.298	1.238	-0.8805	1.134
ACSM2B	-1.34175	-1.017	-1.71975	-3.1065	-1.3965	-1.0375	-1.98475	-0.87975	-2.17775	-1.42475	-0.45775	-1.104	-0.07	-0.7425	-1.41875	-0.8325	-2.74475	-1.0115	-2.2605	-2.399	-0.96825	-2.12575	-2.0105	-1.5825	-1.56675	-1.63575	-1.19375	-2.8065	-4.00633	-1.9375	-1.70375	-1.999	-2.57525	-2.1855	-1.42575	-1.20275	-3.14225	-1.78575	-1.21275	-0.7685	-2.052	-1.79125	-1.4775	-1.712	-1.38225	-1.235	-1.05375	-1.61375	0.91275	-1.8765	-3.67075	-1.64325	-1.3675	-1.834
ACSM3	-2.312	-2.651	-2.5155	-3.3275	-1.5685	-2.8285	-3.0625	-0.3465	-3.491	-1.3975	-2.2955	-1.595	-1.1705	-3.6105	-1.8355	-1.756	-1.932	-1.968	1.119	-1.423	-1.7895	-1.5055	-2.478	-2.114	-3.5575	-1.3255	-3.8955	-2.082	-3.408	-3.015	-2.5415	-2.211	-4.53	-1.1665	-1.681	-3.2585	-2.858	-2.089	-3.899	-2.054	-1.363	-3.4445	-2.036	-2.8055	-4.0095	-3.6555	-2.4105	-2.1565	-1.166	-2.251	-4.89	-1.9665	0.1455	-0.8705
ACSS1	0.141125	-0.566875	0.232429	-0.2105	-0.95625	0.103125	0.269375	0.40325	0.739	0.042125	0.596	-0.211125	-0.22475	1.57812	0.250429	-0.137625	0.4745	-0.194375	1.37813	0.114	0.01375	-0.03025	-0.58475	-0.230625	-1.3015	0.22025	0.09125	-0.19475	0.235	-0.229375	-0.613875	0.865875	0.97625	1.05262	-0.005125	0.255375	1.08613	-1.30537	-0.39675	1.19687	0.3925	-0.74325	0.625625	0.5525	-0.341125	-0.982375	-1.20513	0.647375	-0.483375	0.696875	0.1785	0.60725	-1.4835	0.518375
ACSS2	-0.357	-1.14	-0.902833	-0.8725	-0.196833	-0.144	-0.0896667	-0.183333	-1.51983	-0.300333	-0.746667	-0.883167	-1.23833	-0.628333	-1.29467	-0.874	-1.067	-0.581167	0.335833	-1.2525	-1.11	-1.3045	-0.438	-0.781833	-0.987333	-0.973333	-0.172333	-1.38333	-0.221333	0.868333	-1.07233	-0.8775	0.0728333	-0.856167	-0.269667	1.07233	0.629167	-1.52383	-0.646167	0.306833	-0.984833	0.76	0.233667	-0.826	-0.398333	-0.2085	-0.199833	0.513667	-1.09033	-0.406667	0.815167	-0.334833	-0.00516667	-0.100833
ACTA1	-1.24583	-1.764	-1.9745	-1.86017	-1.8786	-2.17317	-2.42883	-1.18067	-1.3075	-2.0114	-1.6575	-1.8725	-1.9165	-1.5288	-2.94467	-1.4005	0.715	-1.67217	-2.68	-2.5615	-2.89117	-2.03533	-2.14533	-1.977	-2.13133	-2.092	-0.6975	-3.3062	-2.0816	-2.38833	-2.44933	-2.3855	-2.57367	-1.95033	-1.4832	-1.83317	-1.5242	-3.00783	-0.733833	-1.19517	-2.642	-2.1705	-1.99267	-1.43017	-1.98367	-2.26417	-1.56733	-1.96217	-1.537	-1.274	-2.261	-1.1055	-1.0345	-1.4072
ACTA2	3.14333	4.27333	4.6265	3.75933	2.68467	2.2305	0.980833	4.564	3.54517	2.81033	4.37583	2.19617	2.109	4.6025	3.377	3.27867	3.85967	3.6355	0.428333	1.6455	4.44883	4.08917	3.28367	3.78917	3.995	2.28383	3.33767	3.62667	3.79383	3.61667	2.099	1.59083	2.935	4.31867	1.81917	2.38367	4.93633	2.7025	3.8615	4.00633	2.56317	3.204	3.1115	3.83583	3.12533	3.88017	4.24783	3.67383	3.1245	2.01517	1.48983	4.47017	3.9035	3.8735
ACTBL1	0.7075	-1.22	-0.873	-0.8145	-0.605	-0.4725	-0.40525	-0.369667	-1.80375	-1.0675	-0.4845	-0.79475	-0.2985	-0.53825	0.185	-0.35925	-0.9125	-0.69775	-0.9895	-2.60375	-0.80525	-0.815	-0.944	-1.495	-1.70567	-0.47225	-0.882333	-0.987	-0.465667	-0.382	-2.0575	-1.73175	-0.676	0.42725	0.10275	-0.71475	0.42475	0.11175	-1.1135	-0.54275	-0.24575	-1.5835	-0.2715	-0.19225	-0.8865	-0.5475	-0.8905	-1.25325	0.026	0.506667	1.152	-0.93525	-0.3485	0.5465
